# Consumer OID demand matrix -- plan row F3(b).
# Consumer: etherscope-nxg
# Capture window (UTC): 2026-09-06T01:14:11Z .. 2026-09-06T07:06:25Z
# SNMP request datagrams to udp/161: 514504
# ... on a pack VLAN and a mapped pack address: 390198
# ... on a non-pack VLAN (lab infrastructure): 82337
# ... on a pack VLAN but an unmapped address: 10771 across 515 addresses
# ... undecodable as an SNMP request: 0
# Regenerate:
#   NIAC_ROLE_MAP_OUT=roles.tsv go test ./internal/scenario -run TestWritePackDeviceRoles
#   python3 scripts/extract-oid-demand.py --pcap <capture> --roles roles.tsv --out <this file>
pack	role	pdu	oid	requests
manufacturing	access-point	getbulk	.1.3.6.1.2.1.68.1.3.1.8	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.68.1.4.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.6	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.7	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.8	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.9	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.2.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.2.1.5	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.3.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.10.86.1.1.3.1.6	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.4.1.1.10	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.4.1.1.11	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.4.1.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.9.2.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.12	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.7	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.8	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.11	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.13	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.14	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.16	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.225.1.4.1.1.1	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.25.1.1.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.272.1.1.1.1.1.1	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.387.1.1.1.1.1	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.388.1.2.1.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.388.1.2.2.1.1	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.388.1.2.2.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.388.1.3.1.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.2.1.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.18	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.4	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.11	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.13	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.14	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.23	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.24	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.25	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.5	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.6	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.68.1.2.1.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.68.1.2.2.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.68.1.5.1.1.1	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.87.1.4.1.1.37	205
manufacturing	access-point	getbulk	.1.3.6.1.4.1.9.9.98.1.1.1.1.8	205
manufacturing	access-point	getnext	.1.0.8802.1.1.1.1.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.1.1	410
manufacturing	access-point	getnext	.1.3.6.1.2.1.1.2	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.10.7.2	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.16.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.16.11	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.17.1.4.1.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.17.2	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.17.2.15.1.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.17.3	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.17.4	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.17.4.3.1.2	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.2.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.25.1.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.26.2.1.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.31.1.1	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.43	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.47.1.1.1.1.4	205
manufacturing	access-point	getnext	.1.3.6.1.2.1.47.1.3.2.1.2	205
manufacturing	access-point	getnext	.1.3.6.1.4.1.9.5.1.4.1.1.11	205
manufacturing	access-point	getnext	.1.3.6.1.4.1.9.9.156.1	205
manufacturing	access-point	getnext	.1.3.6.1.4.1.9.9.244.1.2.1.1.2	205
manufacturing	access-point	getnext	.1.3.6.1.4.1.9.9.276.1.5.1.1.1	410
manufacturing	access-point	getnext	.1.3.6.1.4.1.9.9.387.1.1.1.1.1	205
manufacturing	access-point	getnext	.1.3.6.1.4.1.9.9.48.1.1.1.2	205
manufacturing	access-point	getnext	.1.3.6.1.4.1.9.9.68.1.2.2.1.2	205
manufacturing	firewall	get	.1.3.6.1.2.1.1.1.0	20
manufacturing	firewall	get	.1.3.6.1.2.1.1.2.0	20
manufacturing	firewall	get	.1.3.6.1.2.1.1.3.0	118
manufacturing	firewall	get	.1.3.6.1.2.1.1.4.0	20
manufacturing	firewall	get	.1.3.6.1.2.1.1.5.0	20
manufacturing	firewall	get	.1.3.6.1.2.1.1.6.0	20
manufacturing	firewall	get	.1.3.6.1.2.1.10.7.2.1.19.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.10.7.2.1.19.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.10.7.2.1.19.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.10.7.2.1.19.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.10.7.2.1.19.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.10.7.2.1.19.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.10.7.2.1.19.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.17.1.1	4
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.13.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.13.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.13.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.13.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.13.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.13.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.13.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.14.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.14.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.14.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.14.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.14.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.14.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.14.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.15.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.15.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.15.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.15.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.15.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.15.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.15.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.19.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.19.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.19.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.19.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.19.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.19.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.19.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.20.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.20.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.20.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.20.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.20.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.20.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.20.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.5.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.5.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.5.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.5.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.5.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.5.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.5.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.8.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.8.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.8.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.8.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.8.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.8.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.2.2.1.8.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.10.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.10.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.10.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.10.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.10.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.10.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.10.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.11.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.11.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.11.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.11.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.11.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.11.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.11.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.12.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.12.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.12.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.12.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.12.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.12.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.12.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.13.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.13.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.13.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.13.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.13.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.13.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.13.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.15.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.15.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.15.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.15.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.15.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.15.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.15.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.6.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.6.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.6.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.6.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.6.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.6.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.6.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.7.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.7.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.7.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.7.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.7.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.7.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.7.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.8.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.8.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.8.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.8.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.8.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.8.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.8.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.9.1	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.9.2	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.9.3	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.9.4	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.9.5	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.9.6	14
manufacturing	firewall	get	.1.3.6.1.2.1.31.1.1.1.9.7	14
manufacturing	firewall	get	.1.3.6.1.2.1.4.1.0	12
manufacturing	firewall	get	.1.3.6.1.2.1.4.21.1.7.0.0.0.0	12
manufacturing	firewall	get	.1.3.6.1.2.1.67.1.1.1.1.1	4
manufacturing	firewall	get	.1.3.6.1.4.1.14179.1.1.1.10.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.14179.1.1.1.14.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.14179.1.1.1.18.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.14179.1.1.1.3.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.14179.1.1.1.4.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.14823.2.2.1.2.1.1.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.14823.2.2.1.2.1.3.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.25053.1.1.2.1.1.1.1.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.25053.1.1.2.1.1.1.2.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.6876.1.1.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.6876.1.2.0	4
manufacturing	firewall	get	.1.3.6.1.4.1.6876.1.4.0	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.1.1.2.1.1.1	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.1.1.2.1.1.6	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.3.7.1.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.3.7.1.3	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.3.7.1.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.12	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.12.0.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.12.0.4.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.4.0.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.4.0.4.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.5	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.5.0.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.5.0.4.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.6	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.6.0.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.6.0.4.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.7	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.7.0.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.7.0.4.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.8	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.8.0.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.8.0.4.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.9	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.9.0.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.1.1.9.0.4.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.4.2.1.3	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.3	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.5	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.6	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.7	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.8	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.1.1.3	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.1	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.2	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.3	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.4	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.5	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.6	4
manufacturing	firewall	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.7	4
manufacturing	firewall	getbulk	.1.2.840.10006.300.43.1.2.1.1.13	4
manufacturing	firewall	getbulk	.1.2.840.10036.1.1.1.11	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.10.7.2.1.13	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.10.7.2.1.19	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.17.1.4.1.2	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.2	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.2.3	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.2.6	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.3	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.3.3	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.3.6	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.4	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.4.3	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.4.6	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.5	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.5.3	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.5.6	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.6	16
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.6.3	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.6.6	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.8	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.8.3	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.2.2.1.8.6	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.1	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.15	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.18	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.2	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.9	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.20.1.1	20
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.20.1.2	20
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.20.1.3	20
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.1	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.1.203.0.113.40	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.11	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.11.203.0.113.40	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.2	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.2.203.0.113.40	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.7	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.7.203.0.113.40	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.8	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.21.1.8.203.0.113.40	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.91.200.104	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.91.200.114	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.91.200.124	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.91.200.23	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.7.203.0.113.75	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.91.200.104	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.91.200.114	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.91.200.124	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.91.200.23	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.7.203.0.113.75	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.1	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.2	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.4	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.5	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.6	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.10	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.11	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.12	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.13	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.15	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.5	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.8	4
manufacturing	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.9	4
